,summary,config,name
105,"{'val_acc_rec_balanced': 0.4664778955060285, 'epoch': 9, 'val_acc': 0.5014149274849664, 'val_loss': 0.6953315734863281, '_timestamp': 1686352925.3901088, 'train_loss': 0.6949005722999573, 'val_acc_rec': 0.4785992217898833, '_step': 27, '_wandb': {'runtime': 79}, '_runtime': 80.24678683280945, 'val_acc_balanced': 0.49145685942361134, 'trainer/global_step': 909}","{'weights': 'pathological_task', 'task_name': 'seizure', 'train_frac': 2, 'freeze_encoder': True}",usual-music-811
106,"{'epoch': 9, '_wandb': {'runtime': 80}, 'val_acc': 0.5369649805447471, 'train_loss': 0.6855962872505188, 'val_acc_rec': 0.5369649805447471, 'val_acc_balanced': 0.5, 'trainer/global_step': 929, '_step': 27, '_runtime': 80.42265176773071, 'val_loss': 0.6905139088630676, '_timestamp': 1686352752.8401778, 'val_acc_rec_balanced': 0.5}","{'weights': 'under_50_task', 'task_name': 'seizure', 'train_frac': 2, 'freeze_encoder': True}",winter-music-810
107,"{'epoch': 9, '_wandb': {'runtime': 79}, '_timestamp': 1686352575.8598166, 'val_acc_rec': 0.5369649805447471, 'val_acc_rec_balanced': 0.5, '_step': 27, 'val_acc': 0.5369649805447471, '_runtime': 80.26203060150146, 'val_loss': 0.6905138492584229, 'train_loss': 0.6855951547622681, 'val_acc_balanced': 0.5, 'trainer/global_step': 929}","{'weights': 'pathological_task', 'task_name': 'seizure', 'train_frac': 2, 'freeze_encoder': True}",lemon-grass-809
108,"{'train_loss': 0.6886630058288574, 'epoch': 9, '_wandb': {'runtime': 80}, 'val_acc': 0.5369649805447471, 'val_loss': 0.6915788650512695, '_timestamp': 1686352400.7831588, 'val_acc_rec_balanced': 0.5, '_step': 26, '_runtime': 80.68750166893005, 'val_acc_rec': 0.5369649805447471, 'val_acc_balanced': 0.5, 'trainer/global_step': 889}","{'weights': 'under_50_task', 'task_name': 'seizure', 'train_frac': 2, 'freeze_encoder': True}",polar-snow-808
109,"{'val_acc_rec': 0.5369649805447471, 'trainer/global_step': 889, '_step': 26, '_wandb': {'runtime': 80}, '_runtime': 80.55796670913696, 'val_loss': 0.6915771961212158, 'train_loss': 0.6886583566665649, 'epoch': 9, 'val_acc': 0.5369649805447471, '_timestamp': 1686352223.5661516, 'val_acc_balanced': 0.5, 'val_acc_rec_balanced': 0.5}","{'weights': 'pathological_task', 'task_name': 'seizure', 'train_frac': 2, 'freeze_encoder': True}",polished-grass-807
110,"{'val_loss': 0.6910077333450317, '_timestamp': 1686352048.7131202, 'val_acc_rec': 0.5369649805447471, 'trainer/global_step': 1869, 'val_acc': 0.5369649805447471, '_runtime': 101.21685433387756, '_wandb': {'runtime': 101}, 'train_loss': 0.6988598704338074, 'val_acc_balanced': 0.5, 'val_acc_rec_balanced': 0.5, '_step': 46, 'epoch': 9}","{'weights': 'under_50_task', 'task_name': 'seizure', 'train_frac': 1, 'freeze_encoder': True}",distinctive-universe-806
111,"{'val_acc_rec_balanced': 0.5, 'epoch': 9, 'train_loss': 0.6988611817359924, 'val_acc_rec': 0.5369649805447471, 'trainer/global_step': 1869, 'val_loss': 0.6910075545310974, '_timestamp': 1686351847.1902874, 'val_acc_balanced': 0.5, '_step': 46, '_wandb': {'runtime': 99}, 'val_acc': 0.5369649805447471, '_runtime': 99.8893404006958}","{'weights': 'pathological_task', 'task_name': 'seizure', 'train_frac': 1, 'freeze_encoder': True}",swift-resonance-805
112,"{'_timestamp': 1686351645.524311, 'trainer/global_step': 1869, 'val_acc_rec_balanced': 0.561259286323225, 'epoch': 9, '_runtime': 102.03390312194824, 'val_acc': 0.568800848956491, 'val_loss': 0.6834425926208496, 'train_loss': 0.6900083422660828, 'val_acc_rec': 0.5797665369649806, 'val_acc_balanced': 0.5527839594335758, '_step': 46, '_wandb': {'runtime': 101}}","{'weights': 'under_50_task', 'task_name': 'seizure', 'train_frac': 1, 'freeze_encoder': True}",silver-music-804
113,"{'_step': 46, 'epoch': 9, 'val_acc': 0.5357269189954015, 'val_loss': 0.690883457660675, '_timestamp': 1686351439.878419, 'val_acc_rec': 0.5369649805447471, 'trainer/global_step': 1869, '_wandb': {'runtime': 100}, '_runtime': 100.67484593391418, 'train_loss': 0.6974427700042725, 'val_acc_balanced': 0.49926788897377133, 'val_acc_rec_balanced': 0.5}","{'weights': 'pathological_task', 'task_name': 'seizure', 'train_frac': 1, 'freeze_encoder': True}",leafy-plant-803
114,"{'val_loss': 0.6910197734832764, '_timestamp': 1686351237.6511648, 'train_loss': 0.6975806951522827, 'val_acc_rec': 0.5369649805447471, 'val_acc_balanced': 0.5, '_step': 46, 'val_acc': 0.5369649805447471, '_runtime': 101.8447756767273, 'trainer/global_step': 1869, 'epoch': 9, '_wandb': {'runtime': 101}, 'val_acc_rec_balanced': 0.5}","{'weights': 'under_50_task', 'task_name': 'seizure', 'train_frac': 1, 'freeze_encoder': True}",true-violet-802
115,"{'val_acc_rec': 0.5369649805447471, 'trainer/global_step': 1869, 'val_acc_rec_balanced': 0.5, 'epoch': 9, '_wandb': {'runtime': 101}, 'val_acc': 0.5369649805447471, 'val_loss': 0.6910197734832764, 'train_loss': 0.6975806951522827, '_step': 46, '_runtime': 101.21776056289671, '_timestamp': 1686351032.6976497, 'val_acc_balanced': 0.5}","{'weights': 'pathological_task', 'task_name': 'seizure', 'train_frac': 1, 'freeze_encoder': True}",volcanic-puddle-801
116,"{'epoch': 9, 'val_loss': 0.6911366581916809, 'val_acc_rec': 0.5369649805447471, 'val_acc_balanced': 0.5, 'val_acc_rec_balanced': 0.5, 'train_loss': 0.6937922239303589, 'trainer/global_step': 1869, '_step': 46, '_wandb': {'runtime': 105}, 'val_acc': 0.5369649805447471, '_runtime': 105.69654440879822, '_timestamp': 1686350830.8269303}","{'weights': 'under_50_task', 'task_name': 'seizure', 'train_frac': 1, 'freeze_encoder': True}",rosy-violet-800
117,"{'val_loss': 0.6911364197731018, '_timestamp': 1686350620.6702995, 'val_acc_balanced': 0.5, 'trainer/global_step': 1869, '_step': 46, 'epoch': 9, '_wandb': {'runtime': 99}, 'val_acc': 0.5369649805447471, '_runtime': 99.5566565990448, 'train_loss': 0.6937923431396484, 'val_acc_rec': 0.5369649805447471, 'val_acc_rec_balanced': 0.5}","{'weights': 'pathological_task', 'task_name': 'seizure', 'train_frac': 1, 'freeze_encoder': True}",earnest-bee-799
118,"{'epoch': 9, '_wandb': {'runtime': 99}, 'val_loss': 0.6867368221282959, '_timestamp': 1686350420.8968766, 'val_acc_balanced': 0.5, '_step': 46, 'val_acc': 0.5369649805447471, '_runtime': 99.91232657432556, 'train_loss': 0.6855211853981018, 'val_acc_rec': 0.5369649805447471, 'trainer/global_step': 1869, 'val_acc_rec_balanced': 0.5}","{'weights': 'under_50_task', 'task_name': 'seizure', 'train_frac': 1, 'freeze_encoder': True}",divine-glade-798
119,"{'_wandb': {'runtime': 100}, 'trainer/global_step': 1869, 'val_acc_rec_balanced': 0.5, '_step': 46, 'epoch': 9, 'val_acc': 0.5369649805447471, '_runtime': 101.16904091835022, 'val_loss': 0.6910918354988098, '_timestamp': 1686350218.808025, 'train_loss': 0.6868765950202942, 'val_acc_rec': 0.5369649805447471, 'val_acc_balanced': 0.5}","{'weights': 'pathological_task', 'task_name': 'seizure', 'train_frac': 1, 'freeze_encoder': True}",sunny-voice-797
120,"{'_runtime': 61.08204483985901, 'val_loss': 1.191083312034607, '_timestamp': 1686350016.657544, 'val_acc_rec': 0.4046692607003891, 'val_acc_balanced': 0.5, 'val_acc_rec_balanced': 0.5, '_step': 9, 'epoch': 9, 'trainer/global_step': 29, '_wandb': {'runtime': 60}, 'val_acc': 0.4046692607003891}","{'weights': 'under_50_task', 'task_name': 'epilep', 'train_frac': 50, 'freeze_encoder': True}",classic-frog-796
121,"{'_step': 9, '_wandb': {'runtime': 55}, 'val_loss': 1.2835506200790403, '_timestamp': 1686349869.9679115, 'val_acc_rec_balanced': 0.5, 'epoch': 9, 'val_acc': 0.4046692607003891, '_runtime': 56.3395037651062, 'val_acc_rec': 0.4046692607003891, 'val_acc_balanced': 0.5, 'trainer/global_step': 29}","{'weights': 'pathological_task', 'task_name': 'epilep', 'train_frac': 50, 'freeze_encoder': True}",pious-waterfall-795
122,"{'_step': 9, 'epoch': 9, 'val_acc': 0.5028298549699328, '_runtime': 61.091485023498535, 'val_loss': 0.7062671184539795, '_timestamp': 1686349725.463686, 'val_acc_rec': 0.4863813229571984, '_wandb': {'runtime': 60}, 'val_acc_balanced': 0.5000671305818365, 'trainer/global_step': 29, 'val_acc_rec_balanced': 0.488562091503268}","{'weights': 'under_50_task', 'task_name': 'epilep', 'train_frac': 50, 'freeze_encoder': True}",electric-puddle-794
123,"{'val_acc_rec': 0.41245136186770426, 'val_acc_balanced': 0.5125834133187075, 'trainer/global_step': 29, '_step': 9, 'val_acc': 0.42748496639547223, 'val_loss': 0.7883368134498596, '_timestamp': 1686349579.0506232, 'epoch': 9, '_wandb': {'runtime': 59}, '_runtime': 59.667455196380615, 'val_acc_rec_balanced': 0.503456510809452}","{'weights': 'pathological_task', 'task_name': 'epilep', 'train_frac': 50, 'freeze_encoder': True}",hopeful-oath-793
124,"{'val_acc_rec_balanced': 0.5226244343891403, '_step': 9, '_wandb': {'runtime': 57}, 'val_acc': 0.4934559603820304, 'trainer/global_step': 29, 'val_acc_rec': 0.490272373540856, 'val_acc_balanced': 0.5196992549933726, 'epoch': 9, '_runtime': 57.860671281814575, 'val_loss': 1.0515981912612915, '_timestamp': 1686349434.162599}","{'weights': 'under_50_task', 'task_name': 'epilep', 'train_frac': 50, 'freeze_encoder': True}",copper-deluge-792
125,"{'_wandb': {'runtime': 60}, 'val_loss': 0.7183685302734375, 'trainer/global_step': 29, '_step': 9, 'val_acc': 0.42748496639547223, '_runtime': 60.90103602409363, '_timestamp': 1686349288.894442, 'val_acc_rec': 0.4085603112840467, 'val_acc_balanced': 0.5067744755244755, 'val_acc_rec_balanced': 0.5001885369532428, 'epoch': 9}","{'weights': 'pathological_task', 'task_name': 'epilep', 'train_frac': 50, 'freeze_encoder': True}",amber-glade-791
126,"{'epoch': 9, 'val_acc': 0.5045985143261408, '_timestamp': 1686349140.366115, 'trainer/global_step': 29, 'val_acc_rec_balanced': 0.5350992961287079, '_step': 9, '_wandb': {'runtime': 54}, '_runtime': 55.3760621547699, 'val_loss': 0.7171886563301086, 'val_acc_rec': 0.5252918287937743, 'val_acc_balanced': 0.5197492458521871}","{'weights': 'under_50_task', 'task_name': 'epilep', 'train_frac': 50, 'freeze_encoder': True}",eternal-tree-790
127,"{'val_acc_balanced': 0.5089340806252571, 'trainer/global_step': 29, 'val_acc_rec_balanced': 0.5020424836601307, 'val_loss': 1.120930314064026, 'val_acc_rec': 0.4785992217898833, '_wandb': {'runtime': 61}, 'val_acc': 0.4807216130173329, '_runtime': 62.05136084556579, '_timestamp': 1686348998.7507408, '_step': 9, 'epoch': 9}","{'weights': 'pathological_task', 'task_name': 'epilep', 'train_frac': 50, 'freeze_encoder': True}",hopeful-frog-789
128,"{'_step': 9, 'epoch': 9, 'val_acc': 0.4676335337813937, '_timestamp': 1686348849.7730317, 'trainer/global_step': 29, 'val_acc_rec_balanced': 0.5001256913021619, '_wandb': {'runtime': 60}, '_runtime': 60.792155504226685, 'val_loss': 0.7683039903640747, 'val_acc_rec': 0.4708171206225681, 'val_acc_balanced': 0.4926227775492481}","{'weights': 'under_50_task', 'task_name': 'epilep', 'train_frac': 50, 'freeze_encoder': True}",celestial-wood-788
129,"{'epoch': 9, '_runtime': 60.37948560714722, '_timestamp': 1686348702.0595975, 'trainer/global_step': 29, 'val_acc_rec_balanced': 0.48240321769733535, '_step': 9, '_wandb': {'runtime': 59}, 'val_acc': 0.4764768305624337, 'val_loss': 0.8002258539199829, 'val_acc_rec': 0.4863813229571984, 'val_acc_balanced': 0.4808734974176151}","{'weights': 'pathological_task', 'task_name': 'epilep', 'train_frac': 50, 'freeze_encoder': True}",kind-sponge-787
130,"{'trainer/global_step': 79, '_wandb': {'runtime': 61}, '_runtime': 62.12442636489868, 'train_loss': 0.6715426445007324, 'val_acc_rec': 0.4396887159533074, '_timestamp': 1686348555.214337, 'val_acc_balanced': 0.5013240436034554, 'val_acc_rec_balanced': 0.5001571141277024, '_step': 10, 'epoch': 9, 'val_acc': 0.44499469402193137, 'val_loss': 0.71993488073349}","{'weights': 'under_50_task', 'task_name': 'epilep', 'train_frac': 20, 'freeze_encoder': True}",stellar-silence-786
131,"{'epoch': 9, 'val_acc': 0.4066147859922179, 'val_acc_rec': 0.4046692607003891, 'val_acc_balanced': 0.4976447163947164, 'trainer/global_step': 79, 'val_acc_rec_balanced': 0.4984602815485169, '_step': 10, '_wandb': {'runtime': 64}, '_runtime': 65.18724131584167, 'val_loss': 0.7227699160575867, '_timestamp': 1686348405.1603234, 'train_loss': 0.6751236915588379}","{'weights': 'pathological_task', 'task_name': 'epilep', 'train_frac': 20, 'freeze_encoder': True}",true-yogurt-785
132,"{'trainer/global_step': 79, '_step': 10, 'epoch': 9, '_runtime': 63.39840483665466, 'val_loss': 0.7438878417015076, 'train_loss': 0.6932318210601807, 'val_acc_rec_balanced': 0.5, '_wandb': {'runtime': 62}, 'val_acc': 0.4087371772196675, '_timestamp': 1686348251.2815578, 'val_acc_rec': 0.4046692607003891, 'val_acc_balanced': 0.49977718360071305}","{'weights': 'under_50_task', 'task_name': 'epilep', 'train_frac': 20, 'freeze_encoder': True}",firm-haze-784
133,"{'val_acc_balanced': 0.4891362722245075, '_step': 10, 'val_loss': 0.7767219543457031, '_timestamp': 1686348099.0264, '_runtime': 58.64423394203186, 'train_loss': 0.6703351140022278, 'val_acc_rec': 0.41245136186770426, 'trainer/global_step': 79, 'val_acc_rec_balanced': 0.49421820010055306, 'epoch': 9, '_wandb': {'runtime': 58}, 'val_acc': 0.4115670321896003}","{'weights': 'pathological_task', 'task_name': 'epilep', 'train_frac': 20, 'freeze_encoder': True}",elated-pine-783
134,"{'epoch': 9, '_wandb': {'runtime': 61}, 'val_acc': 0.5447470817120622, 'val_acc_rec': 0.5719844357976653, 'val_acc_balanced': 0.5202948603683898, 'trainer/global_step': 79, '_step': 10, '_runtime': 62.33139991760254, 'val_loss': 0.8159171938896179, '_timestamp': 1686347954.353988, 'train_loss': 0.6332885026931763, 'val_acc_rec_balanced': 0.5496794871794872}","{'weights': 'under_50_task', 'task_name': 'epilep', 'train_frac': 20, 'freeze_encoder': True}",wild-plant-782
135,"{'_wandb': {'runtime': 61}, 'val_acc': 0.5953307392996109, 'val_acc_rec': 0.5953307392996109, 'val_acc_balanced': 0.5, 'trainer/global_step': 79, '_step': 10, 'epoch': 9, '_timestamp': 1686347804.294542, 'train_loss': 0.6810373663902283, 'val_acc_rec_balanced': 0.5, '_runtime': 61.82190299034119, 'val_loss': 0.6765592098236084}","{'weights': 'pathological_task', 'task_name': 'epilep', 'train_frac': 20, 'freeze_encoder': True}",zany-bee-781
136,"{'val_acc_balanced': 0.5, 'trainer/global_step': 79, 'val_acc_rec_balanced': 0.5, '_step': 10, 'epoch': 9, '_wandb': {'runtime': 62}, '_runtime': 62.70394206047058, '_timestamp': 1686347653.088105, 'val_acc': 0.4046692607003891, 'val_loss': 0.7050741910934448, 'train_loss': 0.6847059726715088, 'val_acc_rec': 0.4046692607003891}","{'weights': 'under_50_task', 'task_name': 'epilep', 'train_frac': 20, 'freeze_encoder': True}",treasured-dragon-780
137,"{'val_loss': 0.8074969053268433, '_timestamp': 1686347502.4701087, 'train_loss': 0.5638909935951233, 'val_acc_balanced': 0.5199563508387037, 'trainer/global_step': 79, '_step': 10, '_wandb': {'runtime': 62}, 'val_acc': 0.524761230986912, 'val_acc_rec_balanced': 0.5423893916540975, 'epoch': 9, '_runtime': 63.15822172164917, 'val_acc_rec': 0.5486381322957199}","{'weights': 'pathological_task', 'task_name': 'epilep', 'train_frac': 20, 'freeze_encoder': True}",deft-disco-779
138,"{'epoch': 9, 'train_loss': 0.6958362460136414, 'val_acc_balanced': 0.49135300973536267, '_step': 10, '_wandb': {'runtime': 59}, 'val_acc': 0.4342058719490626, '_runtime': 60.09325122833252, 'val_loss': 0.7265843749046326, '_timestamp': 1686347351.2790742, 'val_acc_rec': 0.42023346303501946, 'trainer/global_step': 79, 'val_acc_rec_balanced': 0.48843640020110607}","{'weights': 'under_50_task', 'task_name': 'epilep', 'train_frac': 20, 'freeze_encoder': True}",radiant-violet-778
139,"{'epoch': 9, '_wandb': {'runtime': 62}, 'val_acc': 0.4046692607003891, '_runtime': 63.059568643569946, 'val_acc_rec': 0.4046692607003891, 'trainer/global_step': 79, 'val_acc_rec_balanced': 0.5, '_step': 10, 'val_loss': 0.697380006313324, '_timestamp': 1686347202.6632967, 'train_loss': 0.6943753957748413, 'val_acc_balanced': 0.5}","{'weights': 'pathological_task', 'task_name': 'epilep', 'train_frac': 20, 'freeze_encoder': True}",clean-surf-777
140,"{'train_loss': 0.5997310280799866, 'val_acc_balanced': 0.5, '_wandb': {'runtime': 65}, 'val_loss': 0.7817453742027283, 'val_acc': 0.4046692607003891, '_runtime': 65.71622729301453, '_timestamp': 1686347048.9928093, 'val_acc_rec': 0.4046692607003891, 'trainer/global_step': 169, 'val_acc_rec_balanced': 0.5, '_step': 12, 'epoch': 9}","{'weights': 'under_50_task', 'task_name': 'epilep', 'train_frac': 10, 'freeze_encoder': True}",restful-brook-776
141,"{'val_acc_rec': 0.4046692607003891, 'val_acc_balanced': 0.5, '_step': 12, 'val_acc': 0.4046692607003891, '_timestamp': 1686346895.206428, 'train_loss': 0.6198889017105103, 'trainer/global_step': 169, 'val_acc_rec_balanced': 0.5, 'epoch': 9, '_wandb': {'runtime': 55}, '_runtime': 55.59052896499634, 'val_loss': 0.7678720951080322}","{'weights': 'pathological_task', 'task_name': 'epilep', 'train_frac': 10, 'freeze_encoder': True}",driven-planet-775
142,"{'val_loss': 0.7564753890037537, 'train_loss': 0.6700079441070557, 'val_acc_rec': 0.4046692607003891, '_step': 12, 'epoch': 9, '_wandb': {'runtime': 66}, 'val_acc_balanced': 0.5005498994469583, 'trainer/global_step': 169, 'val_acc_rec_balanced': 0.5, 'val_acc': 0.4059073222497347, '_runtime': 67.41303086280823, '_timestamp': 1686346750.495209}","{'weights': 'under_50_task', 'task_name': 'epilep', 'train_frac': 10, 'freeze_encoder': True}",wise-dust-774
143,"{'_wandb': {'runtime': 62}, 'val_loss': 0.8111253380775452, 'train_loss': 0.6415841579437256, 'val_acc_balanced': 0.497746126422597, 'trainer/global_step': 169, '_step': 12, 'val_acc': 0.4101521047046338, '_runtime': 63.349915504455566, '_timestamp': 1686346595.2249694, 'val_acc_rec': 0.4085603112840467, 'val_acc_rec_balanced': 0.5001885369532428, 'epoch': 9}","{'weights': 'pathological_task', 'task_name': 'epilep', 'train_frac': 10, 'freeze_encoder': True}",tough-snowflake-773
144,"{'_step': 12, '_wandb': {'runtime': 64}, 'val_acc': 0.5583657587548638, 'train_loss': 0.7053061127662659, 'val_acc_balanced': 0.49365973079208375, 'val_acc_rec_balanced': 0.49695198592257417, 'epoch': 9, '_runtime': 65.02522993087769, 'val_loss': 0.6874030232429504, '_timestamp': 1686346443.007102, 'val_acc_rec': 0.5642023346303502, 'trainer/global_step': 179}","{'weights': 'under_50_task', 'task_name': 'epilep', 'train_frac': 10, 'freeze_encoder': True}",super-moon-772
145,"{'train_loss': 0.6961820721626282, 'val_acc_rec': 0.5953307392996109, 'trainer/global_step': 179, 'epoch': 9, '_wandb': {'runtime': 64}, '_timestamp': 1686346289.0609207, 'val_loss': 0.6813443899154663, 'val_acc_balanced': 0.5, 'val_acc_rec_balanced': 0.5, '_step': 12, 'val_acc': 0.5953307392996109, '_runtime': 65.3487536907196}","{'weights': 'pathological_task', 'task_name': 'epilep', 'train_frac': 10, 'freeze_encoder': True}",splendid-galaxy-771
146,"{'val_acc_balanced': 0.5, '_step': 12, 'epoch': 9, '_wandb': {'runtime': 66}, '_runtime': 67.27008867263794, 'val_loss': 0.7162318825721741, 'train_loss': 0.7158549427986145, 'val_acc': 0.4046692607003891, '_timestamp': 1686346134.3371947, 'val_acc_rec': 0.4046692607003891, 'trainer/global_step': 189, 'val_acc_rec_balanced': 0.5}","{'weights': 'under_50_task', 'task_name': 'epilep', 'train_frac': 10, 'freeze_encoder': True}",prime-glitter-770
147,"{'_step': 12, 'epoch': 9, '_wandb': {'runtime': 65}, 'val_loss': 0.72579026222229, 'val_acc_rec': 0.40077821011673154, 'val_acc': 0.4030774672798019, '_runtime': 65.50597834587097, '_timestamp': 1686345978.1400204, 'train_loss': 0.7090767025947571, 'val_acc_balanced': 0.4943938822615293, 'trainer/global_step': 189, 'val_acc_rec_balanced': 0.4936525892408245}","{'weights': 'pathological_task', 'task_name': 'epilep', 'train_frac': 10, 'freeze_encoder': True}",grateful-valley-769
148,"{'val_acc_balanced': 0.4963720919603273, 'trainer/global_step': 159, 'val_acc_rec_balanced': 0.5035822021116139, '_step': 12, 'epoch': 9, '_wandb': {'runtime': 66}, 'val_acc': 0.4713477184294305, 'val_loss': 0.7440477013587952, '_runtime': 67.09279084205627, '_timestamp': 1686345824.9852178, 'train_loss': 0.6904476881027222, 'val_acc_rec': 0.4785992217898833}","{'weights': 'under_50_task', 'task_name': 'epilep', 'train_frac': 10, 'freeze_encoder': True}",ancient-gorge-768
149,"{'val_acc_balanced': 0.502895184880479, '_timestamp': 1686345669.3662758, 'train_loss': 0.7203519344329834, '_wandb': {'runtime': 65}, 'val_acc': 0.4571984435797665, '_runtime': 66.44059085845947, 'val_loss': 0.7456371784210205, 'val_acc_rec': 0.4396887159533074, 'trainer/global_step': 159, '_step': 12, 'epoch': 9, 'val_acc_rec_balanced': 0.4801407742584213}","{'weights': 'pathological_task', 'task_name': 'epilep', 'train_frac': 10, 'freeze_encoder': True}",celestial-yogurt-767
150,"{'epoch': 9, '_wandb': {'runtime': 69}, 'val_loss': 0.6962387561798096, '_timestamp': 1686345513.4848802, 'train_loss': 0.6947289705276489, 'val_acc_rec': 0.4046692607003891, '_step': 16, 'val_acc': 0.4046692607003891, '_runtime': 69.62631011009216, 'val_acc_balanced': 0.5, 'trainer/global_step': 369, 'val_acc_rec_balanced': 0.5}","{'weights': 'under_50_task', 'task_name': 'epilep', 'train_frac': 5, 'freeze_encoder': True}",astral-mountain-766
151,"{'val_acc': 0.4046692607003891, '_timestamp': 1686345353.7218666, 'val_acc_rec': 0.4046692607003891, 'val_acc_rec_balanced': 0.5, '_step': 16, 'epoch': 9, '_wandb': {'runtime': 72}, '_runtime': 74.37959671020508, 'val_loss': 0.6962265372276306, 'train_loss': 0.6947227120399475, 'val_acc_balanced': 0.5, 'trainer/global_step': 369}","{'weights': 'pathological_task', 'task_name': 'epilep', 'train_frac': 5, 'freeze_encoder': True}",blooming-pond-765
152,"{'val_loss': 0.6944171190261841, '_timestamp': 1686345187.7171254, 'train_loss': 0.6928676962852478, 'val_acc_rec': 0.4046692607003891, 'trainer/global_step': 369, '_step': 16, 'epoch': 9, '_wandb': {'runtime': 70}, 'val_acc_rec_balanced': 0.5, 'val_acc': 0.4055535903784931, '_runtime': 70.92990946769714, 'val_acc_balanced': 0.5006727341286165}","{'weights': 'under_50_task', 'task_name': 'epilep', 'train_frac': 5, 'freeze_encoder': True}",atomic-moon-764
153,"{'val_acc': 0.43226034665723384, 'val_loss': 0.7243919372558594, '_timestamp': 1686345016.655459, 'train_loss': 0.6847434639930725, 'trainer/global_step': 369, 'epoch': 9, '_wandb': {'runtime': 69}, '_runtime': 69.76636791229248, 'val_acc_rec': 0.4085603112840467, 'val_acc_balanced': 0.4871294963206728, 'val_acc_rec_balanced': 0.4693941679235797, '_step': 16}","{'weights': 'pathological_task', 'task_name': 'epilep', 'train_frac': 5, 'freeze_encoder': True}",happy-snowball-763
154,"{'_wandb': {'runtime': 70}, 'val_acc': 0.4899186416696144, '_runtime': 70.6450252532959, '_timestamp': 1686344858.2609725, 'train_loss': 0.6921637654304504, 'val_acc_rec_balanced': 0.4918300653594771, '_step': 16, 'epoch': 9, 'val_loss': 0.730074942111969, 'val_acc_rec': 0.490272373540856, 'val_acc_balanced': 0.4976918506330271, 'trainer/global_step': 359}","{'weights': 'under_50_task', 'task_name': 'epilep', 'train_frac': 5, 'freeze_encoder': True}",sage-terrain-762
155,"{'_timestamp': 1686344697.7146404, 'train_loss': 0.6962231993675232, 'val_acc': 0.5953307392996109, 'val_loss': 0.6752845048904419, '_wandb': {'runtime': 70}, '_runtime': 71.31752038002014, 'val_acc_rec': 0.5953307392996109, 'val_acc_balanced': 0.5, 'trainer/global_step': 359, 'val_acc_rec_balanced': 0.5, '_step': 16, 'epoch': 9}","{'weights': 'pathological_task', 'task_name': 'epilep', 'train_frac': 5, 'freeze_encoder': True}",skilled-aardvark-761
156,"{'_runtime': 69.51979470252991, 'val_loss': 0.6962212920188904, '_timestamp': 1686344537.7203426, 'train_loss': 0.6927832365036011, 'val_acc_rec': 0.4046692607003891, '_step': 16, 'epoch': 9, '_wandb': {'runtime': 69}, 'val_acc_rec_balanced': 0.5, 'val_acc': 0.4046692607003891, 'val_acc_balanced': 0.5, 'trainer/global_step': 389}","{'weights': 'under_50_task', 'task_name': 'epilep', 'train_frac': 5, 'freeze_encoder': True}",fast-firebrand-760
157,"{'_step': 16, '_runtime': 74.53511667251587, 'val_loss': 0.7243576049804688, '_timestamp': 1686344376.3184886, 'val_acc_balanced': 0.48371154988802045, 'trainer/global_step': 389, 'val_acc_rec_balanced': 0.4855455002513826, 'epoch': 9, '_wandb': {'runtime': 74}, 'val_acc': 0.42094092677750267, 'train_loss': 0.6584628820419312, 'val_acc_rec': 0.42412451361867703}","{'weights': 'pathological_task', 'task_name': 'epilep', 'train_frac': 5, 'freeze_encoder': True}",resilient-flower-759
158,"{'_step': 15, '_runtime': 69.36513566970825, '_timestamp': 1686344211.0527656, 'trainer/global_step': 329, 'val_acc_rec_balanced': 0.5262694821518351, 'val_acc_balanced': 0.5008369898075781, 'epoch': 9, '_wandb': {'runtime': 69}, 'val_acc': 0.4768305624336753, 'val_loss': 0.7204939126968384, 'train_loss': 0.6640230417251587, 'val_acc_rec': 0.5019455252918288}","{'weights': 'under_50_task', 'task_name': 'epilep', 'train_frac': 5, 'freeze_encoder': True}",gallant-field-758
159,"{'val_acc_balanced': 0.49455099638923167, '_step': 15, 'epoch': 9, '_wandb': {'runtime': 69}, 'val_acc': 0.4640962150689777, 'train_loss': 0.6636353731155396, 'val_acc_rec': 0.4474708171206226, '_runtime': 69.55595970153809, 'val_loss': 0.7157989144325256, '_timestamp': 1686344051.6815577, 'trainer/global_step': 329, 'val_acc_rec_balanced': 0.4697398190045249}","{'weights': 'pathological_task', 'task_name': 'epilep', 'train_frac': 5, 'freeze_encoder': True}",divine-donkey-757
160,"{'val_acc_rec_balanced': 0.5, '_step': 27, 'epoch': 9, 'val_acc': 0.5953307392996109, 'train_loss': 0.6925033926963806, 'val_acc_rec': 0.5953307392996109, 'trainer/global_step': 929, '_wandb': {'runtime': 80}, '_runtime': 80.85657501220703, 'val_loss': 0.6910520792007446, '_timestamp': 1686343891.813322, 'val_acc_balanced': 0.5}","{'weights': 'under_50_task', 'task_name': 'epilep', 'train_frac': 2, 'freeze_encoder': True}",skilled-serenity-756
